gbifid	kingdom	family	scientificname	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	eventdate	day	month	year
1580235474	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580233382	Animalia	Paridae	Parus caeruleus Linnaeus, 1758	45.380669	14.821115	250	2017-06-11T02:00Z	11	6	2017
1580232933	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580232909	Plantae	Urticaceae	Parietaria officinalis L.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580228719	Animalia	Paridae	Parus major Linnaeus, 1758	43.258057	17.063749	250	2017-04-13T02:00Z	13	4	2017
1580227408	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580227349	Plantae	Papaveraceae	Papaver rhoeas L.	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580225674	Animalia	Paridae	Parus caeruleus Linnaeus, 1758	44.87339	14.984264	250	2017-06-01T02:00Z	1	6	2017
1580224473	Plantae	Urticaceae	Parietaria officinalis L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580224466	Plantae	Passifloraceae	Passiflora L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580224460	Plantae	Papaveraceae	Papaver rhoeas L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580223922	Plantae	Urticaceae	Parietaria judaica L.	45.087612	13.878181	250	2017-05-22T02:00Z	22	5	2017
1580223113	Plantae	Urticaceae	Parietaria officinalis L.	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580223077	Animalia	Paridae	Parus major Linnaeus, 1758	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580219247	Animalia	Geometridae	Parectropis similaria (Hufnagel, 1767) Hufnagel, 1767	45.405193	14.799158	250	2017-06-11T02:00Z	11	6	2017
1580214640	Animalia	Nymphalidae	Pararge aegeria subsp. aegeria	43.286812	17.023058	250	2017-04-14T02:00Z	14	4	2017
1580214617	Animalia	Paridae	Parus major Linnaeus, 1758	43.286812	17.023058	250	2017-04-14T02:00Z	14	4	2017
1580214351	Animalia	Papilionidae	Papilio machaon Linnaeus, 1758	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580212555	Plantae	Papaveraceae	Papaver rhoeas L.	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1580211136	Animalia	Passeridae	Passer hispaniolensis (Temminck, 1820)	44.140591	15.156281	250	2017-06-17T02:00Z	17	6	2017
1580210259	Animalia	Passeridae	Passer domesticus (Linnaeus, 1758)	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580208971	Animalia	Papilionidae	Parnassius mnemosyne (Linnaeus, 1758)	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580208934	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580208349	Animalia	Papilionidae	Papilio machaon Linnaeus, 1758	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580206300	Animalia	Psychidae	Pachythelia villosella Ochsenheimer, 1810	43.242828	17.087532	250	2017-04-16T02:00Z	16	4	2017
1580205915	Animalia	Nymphalidae	Pararge aegeria Linnaeus, 1758	45.491428	14.691038	250	2017-06-12T02:00Z	12	6	2017
1580205203	Animalia	Passeridae	Passer domesticus (Linnaeus, 1758)	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580205127	Animalia	Passeridae	Passer hispaniolensis (Temminck, 1820)	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580205112	Animalia	Paridae	Parus major Linnaeus, 1758	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580203478	Animalia	Cetoniidae	Oxythyrea funesta (Poda, 1761)	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580203326	Animalia	Cetoniidae	Oxythyrea funesta (Poda, 1761)	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580203005	Animalia	Cetoniidae	Oxythyrea funesta (Poda, 1761)	43.242828	17.087532	250	2017-06-05T02:00Z	5	6	2017
1580202927	Plantae	Oxalidaceae	Oxalis articulata Savigny	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580202558	Animalia	Strigidae	Otus scops (Linnaeus, 1758)	43.242828	17.087532	250	2017-06-13T02:00Z	13	6	2017
1580202546	Animalia	Curculionidae	Otiorhynchus gemmatus (Scopoli, 1763)	45.438725	14.852249	250	2017-06-09T02:00Z	9	6	2017
1580202496	Animalia	Curculionidae	Otiorhynchus gemmatus (Scopoli, 1763)	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580202437	Animalia	Curculionidae	Otiorhynchus gemmatus (Scopoli, 1763)	45.491428	14.691038	250	2017-06-12T02:00Z	12	6	2017
1580202072	Plantae	Santalaceae	Osyris alba L.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580201945	Plantae	Santalaceae	Osyris alba L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580201935	Plantae	Betulaceae	Ostrya carpinifolia Scop.	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580201853	Plantae	Asparagaceae	Ornithogalum narbonense L.	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580201803	Plantae	Apiaceae	Orlaya grandiflora (L.) Hoffm.	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580200751	Plantae	Asparagaceae	Ornithogalum narbonense L.	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580200455	Plantae	Asparagaceae	Ornithogalum narbonense L.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580199980	Plantae	Asparagaceae	Ornithogalum narbonense L.	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580199925	Animalia	Libellulidae	Orthetrum Selys, 1848	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580199815	Animalia	Oriolidae	Oriolus oriolus (Linnaeus, 1758)	44.412693	15.089207	250	2017-05-29T02:00Z	29	5	2017
1580199734	Plantae	Apiaceae	Orlaya grandiflora (L.) Hoffm.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580199603	Plantae	Apiaceae	Orlaya grandiflora (L.) Hoffm.	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580198521	Animalia	Oriolidae	Oriolus oriolus (Linnaeus, 1758)	43.242828	17.087532	250	2017-06-05T02:00Z	5	6	2017
1580198332	Plantae	Asparagaceae	Ornithogalum umbellatum L.	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580198310	Animalia	Leporidae	Oryctolagus cuniculus (Linnaeus, 1758)	43.242828	17.087532	250	2017-06-11T02:00Z	11	6	2017
1580198301	Animalia	Oriolidae	Oriolus oriolus (Linnaeus, 1758)	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580197226	Plantae	Cactaceae	Opuntia ficus-indica (L.) Mill.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580197048	Plantae	Cactaceae	Opuntia ficus-indica (L.) Mill.	45.080399	14.144146	250	2017-05-31T02:00Z	31	5	2017
1580196987	Plantae	Orchidaceae	Ophrys fuciflora subsp. tetraloniae (W.P.Teschner) Faurh.	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580196606	Plantae	Orchidaceae	Ophrys oestrifera subsp. oestrifera	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580196594	Plantae	Orchidaceae	Ophrys holoserica subsp. holubyana (András.) Kreutz	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580196346	Plantae	Orchidaceae	Ophrys fuciflora subsp. tetraloniae (W.P.Teschner) Faurh.	45.034351	14.15657	250	2017-05-16T02:00Z	16	5	2017
1580195854	Plantae	Fabaceae	Onobrychis viciifolia Scop.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580195150	Plantae	Oleaceae	Olea europaea L.	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580195031	Plantae	Oleaceae	Olea europaea L.	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580193528	Animalia	Muscicapidae	Oenanthe oenanthe (Linnaeus, 1758)	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580193496	Animalia	Muscicapidae	Oenanthe hispanica (Linnaeus, 1758)	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580192718	Animalia	Noctuidae	Ochropleura plecta Linnaeus, 1761	45.405193	14.799158	250	2017-06-12T02:00Z	12	6	2017
1580189596	Plantae	Ranunculaceae	Nigella damascena L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580188877	Animalia	Adelidae	Nemophora metallica (Poda, 1761) Poda, 1761	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580188330	Plantae	Apocynaceae	Nerium oleander L.	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580187866	Plantae	Apocynaceae	Nerium oleander L.	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580187672	Plantae	Amaryllidaceae	Narcissus poeticus L.	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580183648	Plantae	Musaceae	Musa paradisiaca L.	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580183389	Plantae	Asparagaceae	Muscari comosum (L.) Mill.	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580183249	Plantae	Asparagaceae	Muscari comosum (L.) Mill.	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580182875	Animalia	Motacillidae	Motacilla cinerea Tunstall, 1771	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580181254	Plantae	Moraceae	Morus nigra L.	45.089458	14.120672	250	2017-05-17T02:00Z	17	5	2017
1580179829	Animalia	Hygromiidae	Monacha cartusiana (Müller, 1774)	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580178498	Animalia	Motacillidae	Motacilla flava subsp. feldegg Michahelles, 1830	44.412693	15.089207	250	2017-05-29T02:00Z	29	5	2017
1580178458	Animalia	Motacillidae	Motacilla alba Linnaeus, 1758	44.412693	15.089207	250	2017-05-29T02:00Z	29	5	2017
1580176004	Plantae	Moraceae	Morus nigra L.	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1580175591	Animalia	Motacillidae	Motacilla alba Linnaeus, 1758	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580175282	Animalia	Motacillidae	Motacilla flava subsp. feldegg Michahelles, 1830	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580174645	Animalia	Motacillidae	Motacilla cinerea Tunstall, 1771	45.491428	14.691038	250	2017-06-12T02:00Z	12	6	2017
1580173001	Animalia	Cecidomyiidae	Mikiola fagi (Hartig, 1839)	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580167008	Animalia	Nymphalidae	Melanargia galathea Linnaeus, 1758	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580165128	Plantae	Fabaceae	Melilotus indicus (L.) All.	45.094612	14.18886	250	2017-05-23T02:00Z	23	5	2017
1580164526	Plantae	Fabaceae	Melilotus neapolitanus Ten.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580164520	Animalia	Nymphalidae	Melitaea phoebe Denis & Schiffermüller, 1775	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580164499	Animalia	Nymphalidae	Melitaea cinxia Linnaeus, 1758	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580163600	Animalia	Nymphalidae	Melitaea phoebe Denis & Schiffermüller, 1775	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580163581	Animalia	Syrphidae	Merodon equestris (Fabricius, 1794)	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580160563	Animalia	Nymphalidae	Melanargia galathea Linnaeus, 1758	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580159751	Animalia	Nymphalidae	Maniola jurtina Linnaeus, 1758	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580159321	Animalia	Lasiocampidae	Macrothylacia rubi Linnaeus, 1758	45.405193	14.799158	250	2017-06-09T02:00Z	9	6	2017
1580157997	Animalia	Nymphalidae	Maniola jurtina Linnaeus, 1758	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580157165	Plantae	Magnoliaceae	Magnolia grandiflora L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580157144	Animalia	Sphingidae	Macroglossum stellatarum Linnaeus, 1758	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580156983	Plantae	Malvaceae	Malva sylvestris L.	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580155413	Plantae	Malvaceae	Malva sylvestris L.	45.080399	14.144146	250	2017-05-17T02:00Z	17	5	2017
1580154406	Animalia	Lycaenidae	Lycaena virgaureae (Linnaeus, 1758) Linnaeus, 1758	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580154393	Animalia	Lycaenidae	Lycaena alciphron (Rottemburg, 1775)	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580153916	Animalia	Lycaenidae	Lycaenidae	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580153636	Animalia	Lycaenidae	Lycaena helle (Denis & Schiffermuller, 1775) Denis & Schiffermuller, 1775	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580152687	Animalia	Lycaenidae	Lycaena phlaeas (Linnaeus, 1761)	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580152204	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	43.242828	17.087532	250	2017-06-14T02:00Z	14	6	2017
1580150105	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580149994	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580149990	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580149972	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	43.242828	17.087532	250	2017-06-11T02:00Z	11	6	2017
1580149919	Animalia	Muscicapidae	Luscinia megarhynchos C. L. Brehm, 1831	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580149328	Fungi	Lobariaceae	Lobaria pulmonaria (L.) Hoffm.	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580149006	Plantae	Caprifoliaceae	Lonicera etrusca G. Santi	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580149003	Plantae	Fabaceae	Lotus cytisoides L.	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580148881	Plantae	Fabaceae	Lotus cytisoides L.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580147916	Plantae	Caprifoliaceae	Lonicera etrusca G. Santi	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580147257	Animalia	Ascalaphidae	Libelloides macaronius (Scopoli, 1763)	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580147254	Animalia	Nymphalidae	Limenitis reducta Staudinger, 1901	45.094612	14.18886	250	2017-05-26T02:00Z	26	5	2017
1580145686	Plantae	Magnoliaceae	Liriodendron tulipifera L.	45.080399	14.144146	250	2017-05-16T02:00Z	16	5	2017
1580144761	Plantae	Liliaceae	Lilium martagon L.	45.438725	14.852249	250	2017-06-09T02:00Z	9	6	2017
1580144743	Animalia	Nymphalidae	Limenitis reducta Staudinger, 1901	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580144312	Animalia	Nymphalidae	Limenitis reducta Staudinger, 1901	45.080399	14.144146	250	2017-05-17T02:00Z	17	5	2017
1580144132	Plantae	Orchidaceae	Limodorum abortivum (L.) Sw.	45.066006	14.140863	250	2017-06-01T02:00Z	1	6	2017
1580142609	Animalia	Tettigoniidae	Leptophyes punctatissima (Bosc, 1792)	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580142373	Animalia	Tettigoniidae	Leptophyes punctatissima (Bosc, 1792)	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580140700	Animalia	Tettigoniidae	Leptophyes punctatissima (Bosc, 1792)	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580139360	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580139099	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	45.080399	14.144146	250	2017-05-21T02:00Z	21	5	2017
1580137349	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580136097	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	43.284321	17.09173	250	2017-06-10T02:00Z	10	6	2017
1580136093	Animalia	Lacertidae	Lacerta trilineata Bedriaga, 1886	43.284321	17.09173	250	2017-06-10T02:00Z	10	6	2017
1580136037	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	43.26226	17.059801	250	2017-04-14T02:00Z	14	4	2017
1580135976	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580135282	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580135281	Plantae	Fabaceae	Lathyrus aphaca L.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580135274	Plantae	Fabaceae	Lathyrus latifolius L.	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580135271	Animalia	Nymphalidae	Lasiommata maera (Linnaeus, 1758) Linnaeus, 1758	45.078732	14.1364	250	2017-05-24T02:00Z	24	5	2017
1580133910	Animalia	Nymphalidae	Lasiommata maera (Linnaeus, 1758) Linnaeus, 1758	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580133894	Plantae	Fabaceae	Lathyrus L.	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580133869	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	45.078732	14.1364	250	2017-05-25T02:00Z	25	5	2017
1580133497	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	44.87339	14.984264	250	2017-06-01T02:00Z	1	6	2017
1580133418	Animalia	Laniidae	Lanius senator Linnaeus, 1758	44.412693	15.089207	250	2017-05-29T02:00Z	29	5	2017
1580133417	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	44.412693	15.089207	250	2017-05-29T02:00Z	29	5	2017
1580133166	Plantae	Lauraceae	Laurus nobilis L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580132849	Plantae	Fabaceae	Lathyrus L.	45.080399	14.144146	250	2017-05-22T02:00Z	22	5	2017
1580132846	Plantae	Lauraceae	Laurus nobilis L.	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580132814	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	44.913155	13.761921	250	2017-05-22T02:00Z	22	5	2017
1580132413	Animalia	Noctuidae	Lacanobia wlatinum Hufnagel, 1766	45.405193	14.799158	250	2017-06-10T02:00Z	10	6	2017
1580132106	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	45.080399	14.144146	250	2017-05-14T02:00Z	14	5	2017
1580131780	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	45.419903	14.706059	250	2017-06-11T02:00Z	11	6	2017
1580130598	Animalia	Lacertidae	Lacerta Linnaeus, 1758	45.066006	14.140863	250	2017-05-19T02:00Z	19	5	2017
1580130586	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	43.286812	17.023058	250	2017-04-14T02:00Z	14	4	2017
1580130562	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580130525	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580130073	Animalia	Nymphalidae	Lasiommata megera (Linnaeus, 1767) Linnaeus, 1767	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1580129636	Animalia	Lacertidae	Lacerta Linnaeus, 1758	43.242828	17.087532	250	2017-06-05T02:00Z	5	6	2017
1580129508	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580129506	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580129428	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580129187	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	44.361046	15.151219	250	2017-05-30T02:00Z	30	5	2017
1580129100	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580129096	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580129095	Animalia	Laridae	Larus michahellis J. F. Naumann, 1840	45.080399	14.144146	250	2017-05-17T02:00Z	17	5	2017
1580129073	Animalia	Laniidae	Lanius senator Linnaeus, 1758	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580129039	Animalia	Laniidae	Lanius collurio Linnaeus, 1758	43.242828	17.087532	250	2017-06-11T02:00Z	11	6	2017
1580128356	Fungi	Fomitopsidaceae	Laetiporus sulphureus (Bull.) Murrill, 1920	45.491428	14.691038	250	2017-06-12T02:00Z	12	6	2017
1580127679	Plantae	Dipsacaceae	Knautia arvensis (L.) Coult.	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580127471	Plantae	Xanthorrhoeaceae	Kniphofia Moench	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580127364	Plantae	Xanthorrhoeaceae	Kniphofia Moench	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580126674	Plantae	Cupressaceae	Juniperus oxycedrus L.	45.066006	14.140863	250	2017-05-16T02:00Z	16	5	2017
1580126563	Plantae	Cupressaceae	Juniperus oxycedrus L.	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580126064	Plantae	Asteraceae	Jacobaea maritima (L.) Pelser & Meijden	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580125423	Animalia	Nymphalidae	Issoria lathonia Linnaeus, 1758	45.066006	14.140863	250	2017-05-17T02:00Z	17	5	2017
1580124364	Animalia	Papilionidae	Iphiclides podalirius (Linnaeus, 1758)	43.242828	17.087532	250	2017-06-07T02:00Z	7	6	2017
1580124359	Animalia	Papilionidae	Iphiclides podalirius (Linnaeus, 1758)	45.089458	14.120672	250	2017-05-25T02:00Z	25	5	2017
1580124338	Animalia	Papilionidae	Iphiclides podalirius (Linnaeus, 1758)	44.87558	13.841143	250	2017-05-15T02:00Z	15	5	2017
1580124312	Animalia	Papilionidae	Iphiclides podalirius (Linnaeus, 1758)	43.26226	17.059801	250	2017-04-19T02:00Z	19	4	2017
1580124101	Plantae	Asteraceae	Inula verbascifolia (Willd.) Hausskn.	43.284321	17.09173	250	2017-06-15T02:00Z	15	6	2017
1580123448	Plantae	Aquifoliaceae	Ilex aquifolium L.	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580122669	Animalia	Geometridae	Idaea aversata Linnaeus, 1758	43.242828	17.087532	250	2017-06-05T02:00Z	5	6	2017
1580121972	Animalia	Lacertidae	Iberolacerta horvathi (Méhely, 1904)	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580121900	Animalia	Hygromiidae	Hygromia cinctella Draparnaud, 1801	45.460732	14.830427	250	2017-06-10T02:00Z	10	6	2017
1580119074	Animalia	Holothuriidae	Holothuria forskali Delle Chiaje, 1823	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580119020	Animalia	Holothuriidae	Holothuria tubulosa Gmelin, 1791	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580118398	Animalia	Hirundinidae	Hirundo rupestris Scopoli, 1769	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580118220	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	45.080399	14.144146	250	2017-05-21T02:00Z	21	5	2017
1580116822	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	43.26226	17.059801	250	2017-04-14T02:00Z	14	4	2017
1580115522	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580114778	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	43.242828	17.087532	250	2017-06-07T02:00Z	7	6	2017
1580114350	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	43.263351	17.057098	250	2017-04-14T02:00Z	14	4	2017
1580113877	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	43.242828	17.087532	250	2017-06-04T02:00Z	4	6	2017
1580113863	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	45.080399	14.144146	250	2017-05-23T02:00Z	23	5	2017
1580113755	Animalia	Recurvirostridae	Himantopus himantopus (Linnaeus, 1758)	44.361046	15.151219	250	2017-05-30T02:00Z	30	5	2017
1580113709	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	44.514317	14.917942	250	2017-05-29T02:00Z	29	5	2017
1580113680	Animalia	Nymphalidae	Hipparchia semele Linnaeus, 1758	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580113343	Animalia	Hirundinidae	Hirundo rustica Linnaeus, 1758	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580111319	Plantae	Araliaceae	Hedera helix L.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580111311	Plantae	Asteraceae	Helichrysum Mill.	45.080399	14.144146	250	2017-05-18T02:00Z	18	5	2017
1580110543	Animalia	Helicidae	Helix pomatia Linnaeus, 1758	45.438725	14.852249	250	2017-06-09T02:00Z	9	6	2017
1580109284	Animalia	Haliotidae	Haliotis tuberculata Linnaeus, 1758	43.222797	17.000879	250	2017-06-13T02:00Z	13	6	2017
1580105828	Plantae	Orchidaceae	Gymnadenia conopsea (L.) R.Br.	43.284321	17.09173	250	2017-06-06T02:00Z	6	6	2017
1580098797	Animalia	Pieridae	Gonepteryx rhamni (Linnaeus, 1758)	45.415924	14.667864	250	2017-06-11T02:00Z	11	6	2017
1580095951	Animalia	Pieridae	Gonepteryx rhamni (Linnaeus, 1758)	43.258057	17.063749	250	2017-04-15T02:00Z	15	4	2017
1580095873	Animalia	Pieridae	Gonepteryx rhamni (Linnaeus, 1758)	43.284321	17.09173	250	2017-06-12T02:00Z	12	6	2017
1580095464	Plantae	Plantaginaceae	Globularia cordifolia L.	43.284321	17.09173	250	2017-04-18T02:00Z	18	4	2017
1580095243	Animalia	Lycaenidae	Glaucopsyche alexis (Poda von Neuhaus, 1761)	43.258057	17.063749	250	2017-04-19T02:00Z	19	4	2017
